rating,ttc_pd
Aaa,0.0
Aa1,0.0
Aa2,0.0
Aa3,0.0005101498565203529
A1,0.0005647490063614179
A2,0.0006876414954615661
A3,0.0007948114707191454
Baa1,0.001527592132900516
Baa2,0.001615938254148815
Baa3,0.002585470085470085
Ba1,0.006586423362496
Ba2,0.00735032470420781
Ba3,0.01733922874573236
B1,0.0243801064031921
B2,0.0354577945139069
B3,0.05927331533426649
Caa1,0.07336407204669862
Caa2,0.1791393076940675
Caa3,0.3103989505001523
Ca,0.4499170812603648
C,0.4499170812603648
